,CELL_NAME,IPI_TUNING_ERROR_RMS,FREQ_TUNING_ERROR_RMS,PRESYNAPTIC_TOTAL,PRESYNAPTIC_MISSING,W_PRE_E_TOTAL,W_PRE_I_TOTAL,W_PRE_E_MISSING,W_PRE_I_MISSING,DATA_RESPONSE_IPI_16_MS,DATA_RESPONSE_IPI_36_MS,DATA_RESPONSE_IPI_56_MS,DATA_RESPONSE_IPI_76_MS,DATA_RESPONSE_IPI_96_MS,MODEL_RESPONSE_IPI_16_MS,MODEL_RESPONSE_IPI_36_MS,MODEL_RESPONSE_IPI_56_MS,MODEL_RESPONSE_IPI_76_MS,MODEL_RESPONSE_IPI_96_MS,DATA_RESPONSE_FREQ_100_HZ,DATA_RESPONSE_FREQ_200_HZ,DATA_RESPONSE_FREQ_300_HZ,DATA_RESPONSE_FREQ_500_HZ,DATA_RESPONSE_FREQ_800_HZ,MODEL_RESPONSE_FREQ_100_HZ,MODEL_RESPONSE_FREQ_200_HZ,MODEL_RESPONSE_FREQ_300_HZ,MODEL_RESPONSE_FREQ_500_HZ,MODEL_RESPONSE_FREQ_800_HZ
54,WED-VLP-2_R1,0.28762397210013,0.5007713210614202,33,8,170.0,-152.0,5.0,-62.0,19.15228532235518,13.5370708468251,6.571547537525868,5.359821070560954,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,-0.2982939513165806,16.75321712815369,14.676560339474593,1.3428418533812145,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776
55,40316_Ra1,1.9242340873209334,0.8664558963073087,33,17,262.0,-9.0,177.0,0.0,13.472274629641074,10.197485234784974,12.766476349649315,12.520569022332737,13.83395414610875,13.83395414610875,13.83395414610875,13.83395414610875,13.83395414610875,13.83395414610875,9.175834593136047,13.80095929697051,18.3745163695926,5.2306646053518255,3.532292862953362,3.532292862953362,3.532292862953362,3.532292862953362,3.532292862953362,3.532292862953362
56,B1-3_L2,1.834527559942888,1.490674098909895,32,13,19.0,-111.0,9.0,-9.0,17.39566239261251,12.325216633392715,9.665815323985155,7.353774070440401,4.987436491293817,4.987436491293817,4.987436491293817,4.987436491293817,4.987436491293817,4.987436491293817,1.939132977336841,8.138647505541018,17.854711813148224,-4.823556549891937,-3.9683100502967164,-3.9683100502967164,-3.9683100502967164,-3.9683100502967164,-3.9683100502967164,-3.9683100502967164
57,B1-3_L4,0.887448627093294,1.2921240836606358,32,14,18.0,-107.0,9.0,-20.0,17.39566239261251,12.325216633392715,9.665815323985155,7.353774070440401,4.987436491293817,4.987436491293817,4.987436491293817,4.987436491293817,4.987436491293817,4.987436491293817,1.939132977336841,8.138647505541018,17.854711813148224,-4.823556549891937,-3.9683100502967164,-3.9683100502967164,-3.9683100502967164,-3.9683100502967164,-3.9683100502967164,-3.9683100502967164
58,B1-3_R2,1.9699525364952553,1.4758211641987609,32,8,18.0,-144.0,11.0,-6.0,17.39566239261251,12.325216633392715,9.665815323985155,7.353774070440401,4.987436491293817,4.987436491293817,4.987436491293817,4.987436491293817,4.987436491293817,4.987436491293817,1.939132977336841,8.138647505541018,17.854711813148224,-4.823556549891937,-3.9683100502967164,-3.9683100502967164,-3.9683100502967164,-3.9683100502967164,-3.9683100502967164,-3.9683100502967164
59,47261_R4,0.016124845655700822,0.06417145051637452,32,21,126.0,-7.0,81.0,-6.0,5.569357742218456,17.911398861131456,13.292985566771232,15.393599289035853,8.795376050642586,8.795376050642586,8.795376050642586,8.795376050642586,8.795376050642586,8.795376050642586,-1.8149854520425743,3.6146293598284562,11.94034986844339,4.618443937444209,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272,-0.005104070942629272
60,35996_R8,1.1540061330634555,1.950287380491953,32,19,41.0,-36.0,34.0,-25.0,6.156132547668038,11.052516783865954,10.866882589806698,5.426320728628021,8.230915852774016,8.230915852774016,8.230915852774016,8.230915852774016,8.230915852774016,8.230915852774016,11.19928577317135,6.77603488074746,6.651755586702324,6.662811936480781,3.1644092177715106,3.1644092177715106,3.1644092177715106,3.1644092177715106,3.1644092177715106,3.1644092177715106
61,WED-VLP-1_R7,0.27546602213733695,0.5264433131155513,32,5,91.0,-149.0,0.0,-75.0,19.15228532235518,13.5370708468251,6.571547537525868,5.359821070560954,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,-0.2982939513165806,16.75321712815369,14.676560339474593,1.3428418533812145,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776
62,40316_Rb1,1.8420980556582123,1.9615604602326229,32,19,121.0,-15.0,112.0,-2.0,13.472274629641074,10.197485234784974,12.766476349649315,12.520569022332737,13.83395414610875,13.83395414610875,13.83395414610875,13.83395414610875,13.83395414610875,13.83395414610875,9.175834593136047,13.80095929697051,18.3745163695926,5.2306646053518255,3.532292862953362,3.532292862953362,3.532292862953362,3.532292862953362,3.532292862953362,3.532292862953362
63,WED-VLP-1_R4,1.6316254289363856,0.6983256486110873,32,6,80.0,-179.0,2.0,-81.0,19.15228532235518,13.5370708468251,6.571547537525868,5.359821070560954,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,4.593566202596505,-0.2982939513165806,16.75321712815369,14.676560339474593,1.3428418533812145,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776,0.034758402006488776
